Season,Week_Number,Date,Away_Team,Home_Team,Away_Points,Home_Points,Temperature,Weather
2023,3,09/24/23 01:00 PM EDT,Falcons,Lions,6,20,71 °F,Clear
2023,3,09/24/23 01:00 PM EDT,Saints,Packers,17,18,68 °F,Mostly Cloudy
2023,3,09/24/23 01:00 PM EDT,Broncos,Dolphins,20,70,86 °F,Clear
2023,3,09/24/23 01:00 PM EDT,Chargers,Vikings,28,24,66 °F,Mostly Cloudy
2023,3,09/24/23 01:00 PM EDT,Patriots,Jets,15,10,63 °F,Rain
2023,3,09/24/23 01:00 PM EDT,Bills,Washington,37,3,65 °F,Overcast
2023,3,09/24/23 01:00 PM EDT,Texans,Jaguars,37,17,84 °F,Clear
2023,3,09/24/23 01:00 PM EDT,Colts,Ravens,22,19,68 °F,Likely Rain
2023,3,09/24/23 04:05 PM EDT,Panthers,Seahawks,27,37,60 °F,Clear
2023,3,09/24/23 04:25 PM EDT,Bears,Chiefs,10,41,82 °F,Clear
2023,3,09/24/23 04:25 PM EDT,Cowboys,Cardinals,16,28,93 °F,Clear
2023,3,09/24/23 08:20 PM EDT,Steelers,Raiders,23,18,87 °F,Clear
2023,3,09/25/23 07:15 PM EDT,Eagles,Buccaneers,25,11,87 °F,Mostly Cloudy
2023,3,09/25/23 08:15 PM EDT,Rams,Bengals,16,19,68 °F,Clear
2023,4,09/28/23 08:15 PM EDT,Lions,Packers,34,20,62 °F,Partly Cloudy
2023,4,10/01/23 01:00 PM EDT,Dolphins,Bills,20,48,74 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Broncos,Bears,31,28,80 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Ravens,Browns,28,3,72 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Bengals,Titans,3,27,73 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Rams,Colts,29,23,79 °F,Partly Cloudy
2023,4,10/01/23 01:00 PM EDT,Buccaneers,Saints,26,9,86 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Washington,Eagles,31,31,78 °F,Clear
2023,4,10/01/23 01:00 PM EDT,Vikings,Panthers,21,13,79 °F,Partly Cloudy
2023,4,10/01/23 01:00 PM EDT,Steelers,Texans,6,30,90 °F,Partly Cloudy
2023,4,10/01/23 04:05 PM EDT,Raiders,Chargers,17,24,67 °F,Overcast
2023,4,10/01/23 04:25 PM EDT,Patriots,Cowboys,3,38,90 °F,Partly Cloudy
2023,4,10/01/23 04:25 PM EDT,Cardinals,49ers,16,35,76 °F,Clear
2023,4,10/01/23 08:20 PM EDT,Chiefs,Jets,23,20,72 °F,Clear
2023,4,10/02/23 08:15 PM EDT,Seahawks,Giants,24,3,67 °F,Mostly Cloudy
2023,5,10/05/23 08:15 PM EDT,Bears,Washington,40,20,66 °F,Clear
2023,5,10/08/23 09:30 AM EDT,Jaguars,Bills,25,20,70 °F,Clear
2023,5,10/08/23 01:00 PM EDT,Texans,Falcons,19,18,63 °F,Clear
2023,5,10/08/23 01:00 PM EDT,Panthers,Lions,24,42,52 °F,Clear
2023,5,10/08/23 01:00 PM EDT,Titans,Colts,16,23,53 °F,Overcast
2023,5,10/08/23 01:00 PM EDT,Giants,Dolphins,16,31,87 °F,Mostly Cloudy
2023,5,10/08/23 01:00 PM EDT,Saints,Patriots,34,0,61 °F,Clear
2023,5,10/08/23 01:00 PM EDT,Ravens,Steelers,10,17,50 °F,Mostly Cloudy
2023,5,10/08/23 04:05 PM EDT,Eagles,Rams,23,14,73 °F,Clear
2023,5,10/08/23 04:05 PM EDT,Bengals,Cardinals,34,20,97 °F,Partly Cloudy
2023,5,10/08/23 04:25 PM EDT,Jets,Broncos,31,21,73 °F,Clear
2023,5,10/08/23 04:25 PM EDT,Chiefs,Vikings,27,20,60 °F,Mostly Cloudy
2023,5,10/08/23 08:20 PM EDT,Cowboys,49ers,10,42,79 °F,Clear
2023,5,10/09/23 08:15 PM EDT,Packers,Raiders,13,17,92 °F,Mostly Cloudy
2023,6,10/12/23 08:15 PM EDT,Broncos,Chiefs,8,19,72 °F,Overcast
2023,6,10/15/23 09:30 AM EDT,Ravens,Titans,24,16,52 °F,Clear
2023,6,10/15/23 01:00 PM EDT,Washington,Falcons,24,16,61 °F,Overcast
2023,6,10/15/23 01:00 PM EDT,Vikings,Bears,19,13,55 °F,Mostly Cloudy
2023,6,10/15/23 01:00 PM EDT,Seahawks,Bengals,13,17,56 °F,Overcast
2023,6,10/15/23 01:00 PM EDT,49ers,Browns,17,19,55 °F,Overcast
2023,6,10/15/23 01:00 PM EDT,Panthers,Dolphins,21,42,86 °F,Clear
2023,6,10/15/23 01:00 PM EDT,Colts,Jaguars,20,37,74 °F,Clear
2023,6,10/15/23 01:00 PM EDT,Saints,Texans,13,20,69 °F,Clear
2023,6,10/15/23 04:05 PM EDT,Patriots,Raiders,17,21,77 °F,Clear
2023,6,10/15/23 04:25 PM EDT,Lions,Buccaneers,20,6,77 °F,Partly Cloudy
2023,6,10/15/23 04:25 PM EDT,Cardinals,Rams,9,26,81 °F,Clear
2023,6,10/15/23 04:25 PM EDT,Eagles,Jets,14,20,58 °F,Overcast
2023,6,10/15/23 08:20 PM EDT,Giants,Bills,9,14,47 °F,Overcast
2023,6,10/16/23 08:15 PM EDT,Cowboys,Chargers,20,17,76 °F,Clear
2023,7,10/19/23 08:15 PM EDT,Jaguars,Saints,31,24,77 °F,Mostly Cloudy
2023,7,10/22/23 01:00 PM EDT,Raiders,Bears,12,30,52 °F,Clear
2023,7,10/22/23 01:00 PM EDT,Browns,Colts,39,38,51 °F,Clear
2023,7,10/22/23 01:00 PM EDT,Bills,Patriots,25,29,58 °F,Overcast
2023,7,10/22/23 01:00 PM EDT,Washington,Giants,7,14,54 °F,Mostly Cloudy
2023,7,10/22/23 01:00 PM EDT,Falcons,Buccaneers,13,13,81 °F,Mostly Cloudy
2023,7,10/22/23 01:00 PM EDT,Lions,Ravens,6,38,62 °F,Clear
2023,7,10/22/23 04:05 PM EDT,Steelers,Rams,24,17,73 °F,Clear
2023,7,10/22/23 04:05 PM EDT,Cardinals,Seahawks,10,20,55 °F,Overcast
2023,7,10/22/23 04:25 PM EDT,Packers,Broncos,17,19,72 °F,Partly Cloudy
2023,7,10/22/23 04:25 PM EDT,Chargers,Chiefs,17,31,72 °F,Clear
2023,7,10/22/23 08:20 PM EDT,Dolphins,Eagles,17,31,55 °F,Clear
2023,7,10/23/23 08:15 PM EDT,49ers,Vikings,17,22,60 °F,Partly Cloudy
2023,8,10/26/23 08:15 PM EDT,Buccaneers,Bills,18,24,66 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Rams,Cowboys,20,43,45 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Vikings,Packers,24,10,39 °F,Mostly Cloudy
2023,8,10/29/23 01:00 PM EDT,Falcons,Titans,23,28,75 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Saints,Colts,38,27,51 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Patriots,Dolphins,17,31,84 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Jets,Giants,13,10,52 °F,Overcast
2023,8,10/29/23 01:00 PM EDT,Jaguars,Steelers,20,10,55 °F,Fog
2023,8,10/29/23 01:00 PM EDT,Eagles,Washington,38,31,69 °F,Clear
2023,8,10/29/23 01:00 PM EDT,Texans,Panthers,13,15,80 °F,Clear
2023,8,10/29/23 04:05 PM EDT,Browns,Seahawks,20,24,50 °F,Clear
2023,8,10/29/23 04:25 PM EDT,Chiefs,Broncos,9,24,25 °F,Snow
2023,8,10/29/23 04:25 PM EDT,Ravens,Cardinals,31,24,75 °F,Clear
2023,8,10/29/23 04:25 PM EDT,Bengals,49ers,31,17,73 °F,Clear
2023,8,10/29/23 08:20 PM EDT,Bears,Chargers,13,30,76 °F,Clear
2023,8,10/30/23 08:15 PM EDT,Raiders,Lions,14,26,43 °F,Mostly Cloudy
2023,9,11/02/23 08:15 PM EDT,Titans,Steelers,16,20,42 °F,Clear
2023,9,11/05/23 09:30 AM EST,Dolphins,Chiefs,14,21,52 °F,Rain
2023,9,11/05/23 01:00 PM EST,Vikings,Falcons,31,28,73 °F,Clear
2023,9,11/05/23 01:00 PM EST,Cardinals,Browns,0,27,56 °F,Clear
2023,9,11/05/23 01:00 PM EST,Rams,Packers,3,20,51 °F,Overcast
2023,9,11/05/23 01:00 PM EST,Washington,Patriots,20,17,62 °F,Mostly Cloudy
2023,9,11/05/23 01:00 PM EST,Bears,Saints,17,24,70 °F,Clear
2023,9,11/05/23 01:00 PM EST,Seahawks,Ravens,3,37,74 °F,Partly Cloudy
2023,9,11/05/23 01:00 PM EST,Buccaneers,Texans,37,39,79 °F,Partly Cloudy
2023,9,11/05/23 04:05 PM EST,Colts,Panthers,27,13,76 °F,Clear
2023,9,11/05/23 04:25 PM EST,Giants,Raiders,6,30,73 °F,Mostly Cloudy
2023,9,11/05/23 04:25 PM EST,Cowboys,Eagles,23,28,65 °F,Clear
2023,9,11/05/23 08:20 PM EST,Bills,Bengals,18,24,51 °F,Clear
2023,9,11/06/23 08:15 PM EST,Chargers,Jets,27,6,50 °F,Clear
2023,10,11/09/23 08:15 PM EST,Panthers,Bears,13,16,51 °F,Clear
2023,10,11/12/23 09:30 AM EST,Colts,Patriots,10,6,46 °F,Mostly Cloudy
2023,10,11/12/23 01:00 PM EST,Texans,Bengals,27,27,54 °F,Clear
2023,10,11/12/23 01:00 PM EST,Saints,Vikings,19,27,52 °F,Clear
2023,10,11/12/23 01:00 PM EST,Packers,Steelers,19,23,49 °F,Clear
2023,10,11/12/23 01:00 PM EST,Titans,Buccaneers,6,20,84 °F,Partly Cloudy
2023,10,11/12/23 01:00 PM EST,49ers,Jaguars,34,3,62 °F,Fog
2023,10,11/12/23 01:00 PM EST,Browns,Ravens,33,31,49 °F,Partly Cloudy
2023,10,11/12/23 04:05 PM EST,Falcons,Cardinals,23,22,81 °F,Clear
2023,10,11/12/23 04:05 PM EST,Lions,Chargers,38,38,81 °F,Clear
2023,10,11/12/23 04:25 PM EST,Giants,Cowboys,17,49,63 °F,Clear
2023,10,11/12/23 04:25 PM EST,Washington,Seahawks,26,29,51 °F,Rain
2023,10,11/12/23 08:20 PM EST,Jets,Raiders,12,16,67 °F,Partly Cloudy
2023,10,11/13/23 08:15 PM EST,Broncos,Bills,24,22,48 °F,Overcast
2023,11,11/16/23 08:15 PM EST,Bengals,Ravens,20,34,56 °F,Clear
2023,11,11/19/23 01:00 PM EST,Steelers,Browns,10,13,50 °F,Clear
2023,11,11/19/23 01:00 PM EST,Bears,Lions,26,31,51 °F,Clear
2023,11,11/19/23 01:00 PM EST,Chargers,Packers,20,23,43 °F,Clear
2023,11,11/19/23 01:00 PM EST,Raiders,Dolphins,13,20,80 °F,Partly Cloudy
2023,11,11/19/23 01:00 PM EST,Giants,Washington,31,19,57 °F,Clear
2023,11,11/19/23 01:00 PM EST,Cowboys,Panthers,33,10,60 °F,Clear
2023,11,11/19/23 01:00 PM EST,Titans,Jaguars,14,34,76 °F,Clear
2023,11,11/19/23 01:00 PM EST,Cardinals,Texans,16,21,72 °F,Mostly Cloudy
2023,11,11/19/23 04:05 PM EST,Buccaneers,49ers,14,27,63 °F,Partly Cloudy
2023,11,11/19/23 04:25 PM EST,Jets,Bills,6,32,40 °F,Clear
2023,11,11/19/23 04:25 PM EST,Seahawks,Rams,16,17,72 °F,Clear
2023,11,11/19/23 08:20 PM EST,Vikings,Broncos,20,21,50 °F,Overcast
2023,11,11/20/23 08:15 PM EST,Eagles,Chiefs,21,17,45 °F,Rain
2023,12,11/23/23 12:30 PM EST,Packers,Lions,29,22,47 °F,Overcast
2023,12,11/23/23 04:30 PM EST,Washington,Cowboys,10,45,61 °F,Clear
2023,12,11/23/23 08:20 PM EST,49ers,Seahawks,31,13,43 °F,Partly Cloudy
2023,12,11/24/23 03:00 PM EST,Dolphins,Jets,34,13,49 °F,Clear
2023,12,11/26/23 01:00 PM EST,Saints,Falcons,15,24,49 °F,Overcast
2023,12,11/26/23 01:00 PM EST,Steelers,Bengals,16,10,47 °F,Rain
2023,12,11/26/23 01:00 PM EST,Panthers,Titans,10,17,52 °F,Overcast
2023,12,11/26/23 01:00 PM EST,Buccaneers,Colts,20,27,38 °F,Rain
2023,12,11/26/23 01:00 PM EST,Patriots,Giants,7,10,47 °F,Mostly Cloudy
2023,12,11/26/23 01:00 PM EST,Jaguars,Texans,24,21,63 °F,Mostly Cloudy
2023,12,11/26/23 04:05 PM EST,Browns,Broncos,12,29,37 °F,Clear
2023,12,11/26/23 04:05 PM EST,Rams,Cardinals,37,14,68 °F,Partly Cloudy
2023,12,11/26/23 04:25 PM EST,Chiefs,Raiders,31,17,55 °F,Clear
2023,12,11/26/23 04:25 PM EST,Bills,Eagles,34,37,45 °F,Rain
2023,12,11/26/23 08:20 PM EST,Ravens,Chargers,20,10,66 °F,Clear
2023,12,11/27/23 08:15 PM EST,Bears,Vikings,12,10,16 °F,Partly Cloudy
2023,13,11/30/23 08:15 PM EST,Seahawks,Cowboys,35,41,61 °F,Fog
2023,13,12/03/23 01:00 PM EST,Colts,Titans,25,28,55 °F,Clear
2023,13,12/03/23 01:00 PM EST,Chargers,Patriots,6,0,47 °F,Rain
2023,13,12/03/23 01:00 PM EST,Lions,Saints,33,28,64 °F,Clear
2023,13,12/03/23 01:00 PM EST,Falcons,Jets,13,8,49 °F,Rain
2023,13,12/03/23 01:00 PM EST,Cardinals,Steelers,24,10,58 °F,Mostly Cloudy
2023,13,12/03/23 01:00 PM EST,Dolphins,Washington,45,15,53 °F,Fog
2023,13,12/03/23 01:00 PM EST,Broncos,Texans,17,22,70 °F,Mostly Cloudy
2023,13,12/03/23 04:05 PM EST,Panthers,Buccaneers,18,21,77 °F,Mostly Cloudy
2023,13,12/03/23 04:25 PM EST,Browns,Rams,19,36,67 °F,Clear
2023,13,12/03/23 04:25 PM EST,49ers,Eagles,42,19,53 °F,Fog
2023,13,12/03/23 08:20 PM EST,Chiefs,Packers,19,27,31 °F,Overcast
2023,13,12/04/23 08:15 PM EST,Bengals,Jaguars,31,31,65 °F,Mostly Cloudy
2023,14,12/07/23 08:15 PM EST,Patriots,Steelers,21,18,44 °F,Overcast
2023,14,12/10/23 01:00 PM EST,Buccaneers,Falcons,29,25,59 °F,Overcast
2023,14,12/10/23 01:00 PM EST,Lions,Bears,13,28,36 °F,Overcast
2023,14,12/10/23 01:00 PM EST,Colts,Bengals,14,34,40 °F,Overcast
2023,14,12/10/23 01:00 PM EST,Jaguars,Browns,27,31,41 °F,Overcast
2023,14,12/10/23 01:00 PM EST,Panthers,Saints,6,28,56 °F,Clear Windy
2023,14,12/10/23 01:00 PM EST,Texans,Jets,6,30,54 °F,Rain
2023,14,12/10/23 01:00 PM EST,Rams,Ravens,31,37,58 °F,Slight Chance Thunderstorms
2023,14,12/10/23 04:05 PM EST,Vikings,Raiders,3,0,54 °F,Partly Cloudy
2023,14,12/10/23 04:05 PM EST,Seahawks,49ers,16,28,59 °F,Mostly Cloudy
2023,14,12/10/23 04:25 PM EST,Bills,Chiefs,20,17,45 °F,Clear
2023,14,12/10/23 04:25 PM EST,Broncos,Chargers,24,7,76 °F,Clear
2023,14,12/10/23 08:20 PM EST,Eagles,Cowboys,13,33,47 °F,Clear
2023,14,12/11/23 08:15 PM EST,Titans,Dolphins,28,27,72 °F,Clear
2023,14,12/11/23 08:15 PM EST,Packers,Giants,22,21,42 °F,Mostly Cloudy
2023,15,12/14/23 08:15 PM EST,Chargers,Raiders,21,63,60 °F,Mostly Cloudy
2023,15,12/16/23 01:00 PM EST,Vikings,Bengals,24,24,52 °F,Clear
2023,15,12/16/23 04:30 PM EST,Steelers,Colts,13,30,52 °F,Overcast
2023,15,12/16/23 08:15 PM EST,Broncos,Lions,17,42,45 °F,Clear
2023,15,12/17/23 01:00 PM EST,Bears,Browns,17,20,46 °F,Rain
2023,15,12/17/23 01:00 PM EST,Falcons,Panthers,7,9,47 °F,Rain
2023,15,12/17/23 01:00 PM EST,Buccaneers,Packers,34,20,41 °F,Overcast
2023,15,12/17/23 01:00 PM EST,Texans,Titans,16,16,50 °F,Mostly Cloudy
2023,15,12/17/23 01:00 PM EST,Jets,Dolphins,0,30,78 °F,Clear Windy
2023,15,12/17/23 01:00 PM EST,Giants,Saints,6,24,57 °F,Partly Cloudy
2023,15,12/17/23 01:00 PM EST,Chiefs,Patriots,27,17,53 °F,Overcast
2023,15,12/17/23 04:05 PM EST,Washington,Rams,20,28,73 °F,Clear
2023,15,12/17/23 04:05 PM EST,49ers,Cardinals,45,29,75 °F,Clear
2023,15,12/17/23 04:25 PM EST,Cowboys,Bills,10,31,47 °F,Rain
2023,15,12/17/23 08:20 PM EST,Ravens,Jaguars,23,7,59 °F,Overcast
2023,15,12/18/23 08:15 PM EST,Eagles,Seahawks,17,20,46 °F,Rain
2023,16,12/21/23 08:15 PM EST,Saints,Rams,22,30,65 °F,Clear
2023,16,12/23/23 04:30 PM EST,Bengals,Steelers,11,34,52 °F,Overcast
2023,16,12/23/23 08:00 PM EST,Bills,Chargers,24,22,63 °F,Mostly Cloudy
2023,16,12/24/23 01:00 PM EST,Colts,Falcons,10,29,62 °F,Clear
2023,16,12/24/23 01:00 PM EST,Seahawks,Titans,20,17,66 °F,Partly Cloudy
2023,16,12/24/23 01:00 PM EST,Lions,Vikings,30,24,55 °F,Overcast
2023,16,12/24/23 01:00 PM EST,Washington,Jets,28,30,45 °F,Overcast
2023,16,12/24/23 01:00 PM EST,Packers,Panthers,33,30,64 °F,Mostly Cloudy
2023,16,12/24/23 01:00 PM EST,Browns,Texans,36,22,64 °F,Rain
2023,16,12/24/23 04:05 PM EST,Jaguars,Buccaneers,12,30,72 °F,Overcast
2023,16,12/24/23 04:25 PM EST,Cardinals,Bears,16,27,56 °F,Mostly Cloudy
2023,16,12/24/23 04:25 PM EST,Cowboys,Dolphins,20,19,77 °F,Mostly Cloudy
2023,16,12/24/23 08:15 PM EST,Patriots,Broncos,26,23,27 °F,Mostly Cloudy
2023,16,12/25/23 01:00 PM EST,Raiders,Chiefs,20,14,37 °F,Overcast
2023,16,12/25/23 04:30 PM EST,Giants,Eagles,25,33,49 °F,Overcast
2023,16,12/25/23 08:15 PM EST,Ravens,49ers,33,19,57 °F,Mostly Cloudy
2023,17,12/28/23 08:15 PM EST,Jets,Browns,20,37,39 °F,Rain
2023,17,12/30/23 08:15 PM EST,Lions,Cowboys,19,20,41 °F,Cloudy
2023,17,12/31/23 01:00 PM EST,Patriots,Bills,21,27,36 °F,Cloudy
2023,17,12/31/23 01:00 PM EST,Falcons,Bears,17,37,37 °F,Cloudy
2023,17,12/31/23 01:00 PM EST,Raiders,Colts,20,23,43 °F,Mostly Cloudy
2023,17,12/31/23 01:00 PM EST,Rams,Giants,26,25,46 °F,Mostly Sunny
2023,17,12/31/23 01:00 PM EST,Cardinals,Eagles,35,31,48 °F,Partly Cloudy
2023,17,12/31/23 01:00 PM EST,Saints,Buccaneers,23,13,67 °F,Clear
2023,17,12/31/23 01:00 PM EST,49ers,Washington,27,10,51 °F,Partly Cloudy
2023,17,12/31/23 01:00 PM EST,Panthers,Jaguars,0,26,60 °F,Clear
2023,17,12/31/23 01:00 PM EST,Dolphins,Ravens,19,56,51 °F,Partly Cloudy
2023,17,12/31/23 01:00 PM EST,Titans,Texans,3,26,71 °F,Partly Cloudy
2023,17,12/31/23 04:05 PM EST,Steelers,Seahawks,30,23,51 °F,Rain
2023,17,12/31/23 04:25 PM EST,Chargers,Broncos,9,16,43 °F,Mostly Cloudy
2023,17,12/31/23 04:25 PM EST,Bengals,Chiefs,17,25,35 °F,Partly Cloudy
2023,17,12/31/23 08:20 PM EST,Packers,Vikings,33,10,21 °F,Partly Cloudy
2023,18,01/06/24 04:30 PM EST,Steelers,Ravens,17,10,39 °F,Definite Rain
2023,18,01/06/24 08:15 PM EST,Texans,Colts,23,19,34 °F,Fog
2023,18,01/07/24 01:00 PM EST,Browns,Bengals,14,31,37 °F,Overcast
2023,18,01/07/24 01:00 PM EST,Vikings,Lions,20,30,37 °F,Overcast
2023,18,01/07/24 01:00 PM EST,Jaguars,Titans,20,28,43 °F,Overcast
2023,18,01/07/24 01:00 PM EST,Jets,Patriots,17,3,35 °F,Snow
2023,18,01/07/24 01:00 PM EST,Falcons,Saints,17,48,54 °F,Clear
2023,18,01/07/24 01:00 PM EST,Buccaneers,Panthers,9,0,55 °F,Partly Cloudy
2023,18,01/07/24 04:25 PM EST,Bears,Packers,9,17,34 °F,Overcast
2023,18,01/07/24 04:25 PM EST,Broncos,Raiders,14,27,50 °F,Few Clouds
2023,18,01/07/24 04:25 PM EST,Eagles,Giants,10,27,36 °F,Overcast
2023,18,01/07/24 04:25 PM EST,Seahawks,Cardinals,21,20,48 °F,Mostly Cloudy
2023,18,01/07/24 04:25 PM EST,Chiefs,Chargers,13,12,59 °F,Clear
2023,18,01/07/24 04:25 PM EST,Rams,49ers,21,20,53 °F,Clear
2023,18,01/07/24 04:25 PM EST,Cowboys,Washington,38,10,47 °F,Partly Cloudy
2023,18,01/07/24 08:20 PM EST,Bills,Dolphins,21,14,62 °F,Clear
2024,1,09/05/24 08:40 PM EDT,Ravens,Chiefs,20,27,84 °F,Partly Cloudy
2024,1,09/06/24 08:15 PM EDT,Packers,Eagles,29,34,63 °F,Mostly Cloudy
2024,1,09/08/24 01:00 PM EDT,Steelers,Falcons,18,10,76 °F,Partly Cloudy
2024,1,09/08/24 01:00 PM EDT,Cardinals,Bills,28,34,61 °F,Mostly Cloudy
2024,1,09/08/24 01:00 PM EDT,Titans,Bears,17,24,65 °F,Partly Cloudy
2024,1,09/08/24 01:00 PM EDT,Patriots,Bengals,16,10,63 °F,Clear
2024,1,09/08/24 01:00 PM EDT,Texans,Colts,29,27,64 °F,Mostly Cloudy
2024,1,09/08/24 01:00 PM EDT,Jaguars,Dolphins,17,17,91 °F,Clear
2024,1,09/08/24 01:00 PM EDT,Panthers,Saints,10,47,80 °F,Clear
2024,1,09/08/24 01:00 PM EDT,Vikings,Giants,28,6,64 °F,Clear
2024,1,09/08/24 04:05 PM EDT,Raiders,Chargers,10,22,96 °F,Clear
2024,1,09/08/24 04:05 PM EDT,Broncos,Seahawks,20,26,65 °F,Mostly Cloudy
2024,1,09/08/24 04:25 PM EDT,Cowboys,Browns,33,17,67 °F,Partly Cloudy
2024,1,09/08/24 04:25 PM EDT,Washington,Buccaneers,20,37,90 °F,Mostly Cloudy
2024,1,09/08/24 08:20 PM EDT,Rams,Lions,20,26,69 °F,Clear
2024,1,09/09/24 08:15 PM EDT,Jets,49ers,19,32,77 °F,Clear
2024,2,09/12/24 08:15 PM EDT,Bills,Dolphins,31,10,87 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Saints,Cowboys,44,19,84 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Buccaneers,Lions,20,16,81 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Colts,Packers,10,16,82 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Jets,Titans,24,17,81 °F,Clear
2024,2,09/15/24 01:00 PM EDT,49ers,Vikings,17,23,79 °F,Partly Cloudy
2024,2,09/15/24 01:00 PM EDT,Seahawks,Patriots,20,20,79 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Giants,Washington,18,18,75 °F,Partly Cloudy
2024,2,09/15/24 01:00 PM EDT,Chargers,Panthers,26,3,76 °F,Mostly Cloudy
2024,2,09/15/24 01:00 PM EDT,Raiders,Ravens,26,23,78 °F,Clear
2024,2,09/15/24 01:00 PM EDT,Browns,Jaguars,18,13,80 °F,Overcast
2024,2,09/15/24 04:05 PM EDT,Rams,Cardinals,10,41,99 °F,Clear
2024,2,09/15/24 04:25 PM EDT,Steelers,Broncos,13,6,82 °F,Mostly Cloudy
2024,2,09/15/24 04:25 PM EDT,Bengals,Chiefs,25,26,88 °F,Mostly Cloudy
2024,2,09/15/24 08:20 PM EDT,Bears,Texans,13,19,88 °F,Mostly Cloudy
2024,2,09/16/24 08:15 PM EDT,Falcons,Eagles,22,21,71 °F,Overcast
2024,3,09/19/24 08:15 PM EDT,Patriots,Jets,3,24,79 °F,Clear
2024,3,09/22/24 01:00 PM EDT,Giants,Browns,21,15,80 °F,Clear
2024,3,09/22/24 01:00 PM EDT,Packers,Titans,30,14,88 °F,Mostly Cloudy
2024,3,09/22/24 01:00 PM EDT,Bears,Colts,16,21,71 °F,Rain
2024,3,09/22/24 01:00 PM EDT,Texans,Vikings,7,34,66 °F,Partly Cloudy
2024,3,09/22/24 01:00 PM EDT,Eagles,Saints,15,12,87 °F,Mostly Cloudy
2024,3,09/22/24 01:00 PM EDT,Chargers,Steelers,10,20,72 °F,Clear
2024,3,09/22/24 01:00 PM EDT,Broncos,Buccaneers,26,7,85 °F,Partly Cloudy
2024,3,09/22/24 04:05 PM EDT,Panthers,Raiders,36,22,85 °F,Clear
2024,3,09/22/24 04:05 PM EDT,Dolphins,Seahawks,3,24,66 °F,Clear
2024,3,09/22/24 04:25 PM EDT,Ravens,Cowboys,28,25,91 °F,Clear
2024,3,09/22/24 04:25 PM EDT,49ers,Rams,24,27,70 °F,Clear
2024,3,09/22/24 04:25 PM EDT,Lions,Cardinals,20,13,91 °F,Mostly Cloudy
2024,3,09/22/24 08:20 PM EDT,Chiefs,Falcons,22,17,86 °F,Clear
2024,3,09/23/24 07:30 PM EDT,Jaguars,Bills,10,47,68 °F,Mostly Cloudy
2024,3,09/23/24 08:15 PM EDT,Washington,Bengals,38,33,70 °F,Rain
2024,4,09/26/24 08:15 PM EDT,Cowboys,Giants,20,15,74 °F,Overcast
2024,4,09/29/24 01:00 PM EDT,Saints,Falcons,24,26,76 °F,Clear
2024,4,09/29/24 01:00 PM EDT,Rams,Bears,18,24,71 °F,Overcast
2024,4,09/29/24 01:00 PM EDT,Vikings,Packers,31,29,70 °F,Clear
2024,4,09/29/24 01:00 PM EDT,Steelers,Colts,24,27,70 °F,Mostly Cloudy
2024,4,09/29/24 01:00 PM EDT,Broncos,Jets,10,9,61 °F,Rain
2024,4,09/29/24 01:00 PM EDT,Eagles,Buccaneers,16,33,88 °F,Clear
2024,4,09/29/24 01:00 PM EDT,Bengals,Panthers,34,24,77 °F,Mostly Cloudy
2024,4,09/29/24 01:00 PM EDT,Jaguars,Texans,20,24,85 °F,Clear
2024,4,09/29/24 04:05 PM EDT,Washington,Cardinals,42,14,106 °F,Clear
2024,4,09/29/24 04:05 PM EDT,Patriots,49ers,13,30,73 °F,Clear
2024,4,09/29/24 04:25 PM EDT,Browns,Raiders,16,20,98 °F,Clear
2024,4,09/29/24 04:25 PM EDT,Chiefs,Chargers,17,10,69 °F,Clear
2024,4,09/29/24 08:20 PM EDT,Bills,Ravens,10,35,69 °F,Scattered Rain Showers
2024,4,09/30/24 07:30 PM EDT,Titans,Dolphins,31,12,87 °F,Clear
2024,4,09/30/24 08:15 PM EDT,Seahawks,Lions,29,42,68 °F,Clear
2024,5,10/03/24 08:15 PM EDT,Buccaneers,Falcons,30,36,79 °F,Clear
2024,5,10/06/24 09:30 AM EDT,Jets,Vikings,17,23,59 °F,Cloudy
2024,5,10/06/24 01:00 PM EDT,Panthers,Bears,10,36,73 °F,Clear
2024,5,10/06/24 01:00 PM EDT,Ravens,Bengals,41,38,84 °F,Clear
2024,5,10/06/24 01:00 PM EDT,Dolphins,Patriots,15,10,64 °F,Partly Cloudy
2024,5,10/06/24 01:00 PM EDT,Browns,Washington,13,34,74 °F,Partly Cloudy
2024,5,10/06/24 01:00 PM EDT,Bills,Texans,20,23,87 °F,Partly Cloudy
2024,5,10/06/24 01:00 PM EDT,Colts,Jaguars,34,37,76 °F,Overcast
